task_id,task_text,task_source,sector,expected_answer_hint,risk_class,difficulty_label
es-029,招标投标中串通投标认定要素应如何概括？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.stats.gov.cn/tjsj/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-030,固定资产投资项目节能审查与环评批复在程序上的关系？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.chinatax.gov.cn/chinatax/n810341/n810760/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-031,外商投资项目核准与备案管理适用范围要点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.gov.cn/zhengce/zuixin/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-032,企业债券注册制下信息披露义务人责任边界？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.chinatax.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-033,上市公司重大资产重组停牌与复牌规则应关注哪些披露点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.chinatax.gov.cn/chinatax/n810219/n810724/c5247328/content.html,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-034,内幕信息知情人登记管理制度的落地要点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.samr.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,high,medium
es-035,上市公司年报中“重要事项”章节通常涵盖哪些主题？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.samr.gov.cn/zw/zwfb/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-036,环境信息披露管理办法对重点排污单位的要求？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.ndrc.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-037,排污许可证变更与重新申请触发情形？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.ndrc.gov.cn/fggz/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-038,碳排放配额清缴履约与抵销机制如何向企业解释？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.mof.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-039,清洁生产审核强制性企业名单确定程序要点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.mof.gov.cn/zhengwuxinxi/zhengcefabu/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-040,工业产品生产许可证制度改革后监管重点转移？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.mee.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-041,计量器具型式批准与检定校准关系？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.customs.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-042,标准化试点示范项目申报常见材料清单？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.customs.gov.cn/customs/302249/zfxxgk/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-043,国家质量基础设施（NQI）对企业质量提升的含义？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.cbirc.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-044,工业互联网标识解析二级节点建设对企业的作用？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.cbirc.gov.cn/cn/view/pages/index/index.html,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-045,关键软件产品首版次保险补偿机制政策意图？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.csrc.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-046,首台（套）重大技术装备保险补偿项目申报要点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.csrc.gov.cn/pub/newsite/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-047,制造业单项冠军企业培育评价指标方向性描述？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.safe.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-048,专精特新“小巨人”企业复核常见问题？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.safe.gov.cn/safe/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-049,工业设计中心认定对知识产权与人才指标要求？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.ndrc.gov.cn/fggz/fzzlgh/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-050,智能制造能力成熟度评估等级含义应如何向企业解释？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.samr.gov.cn/bw/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-051,工业互联网平台互联互通标准对企业集成的意义？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.chinatax.gov.cn/chinatax/n810341/n810755/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-052,产业链供应链韧性提升政策工具箱可包含哪些类型措施？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.miit.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-053,重大技术装备攻关工程组织方式与产学研协同要点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.miit.gov.cn/gxsj/index.html,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-054,制造业数字化转型中数据主权的合同条款关注点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.miit.gov.cn/zwgk/zcwj/wjfb/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-055,绿色工厂评价与绿色产品认证关系？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.mof.gov.cn/zhengwuxinxi/caizhengxinwen/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-056,工业节能监察中单位产品能耗限额标准适用？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.mee.gov.cn/ywgt/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-057,淘汰落后产能工作验收资料准备要点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.sac.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-058,技改贴息贷款项目申报与绩效目标设置？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.cnca.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-059,产业基础再造工程支持领域概括？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.stats.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-060,国家制造业创新中心建设运行评价要点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.stats.gov.cn/tjsj/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-061,企业技术中心认定与创新投入指标关系？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.chinatax.gov.cn/chinatax/n810341/n810760/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-062,工业设计赋能制造业高质量发展案例归纳维度？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.gov.cn/zhengce/zuixin/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-063,服务型制造示范企业遴选关注的服务收入占比？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.chinatax.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-064,制造业质量管理数字化典型场景？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.chinatax.gov.cn/chinatax/n810219/n810724/c5247328/content.html,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-065,供应链创新与应用试点终期验收关注点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.samr.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-066,先进制造业集群竞赛性遴选答辩常见问题？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.samr.gov.cn/zw/zwfb/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-067,制造业人才支持计划与职称评审衔接？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.ndrc.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-068,产教融合型企业建设培育入库条件？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.ndrc.gov.cn/fggz/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-069,制造业投融资对接活动中企业路演材料要点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.mof.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-070,工业企业技术改造和设备更新再贷款政策适用边界？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.mof.gov.cn/zhengwuxinxi/zhengcefabu/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
mfg-001,危险化学品企业动火作业分级管理与审批要点有哪些？,https://www.mem.gov.cn/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-002,粉尘爆炸危险场所电气防爆与除尘系统维护要点？,https://www.mem.gov.cn/yw/zdgz/ajfb/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-003,有限空间作业“先通风、再检测、后作业”应如何组织落实？,https://www.mem.gov.cn/yw/zdgz/yjgl/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-004,高处作业安全带系挂点选择与临边防护设置要点？,https://www.chinasafety.gov.cn/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-005,起重机械日常点检中钢丝绳与制动器检查要点？,https://www.gov.cn/zhengce/zuixin/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-006,压力容器年度检查与定期检验在内容上如何区分？,https://www.samr.gov.cn/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-007,锅炉运行中水位异常与汽水共腾的应急处置思路？,https://www.mee.gov.cn/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-008,化工装置开停车安全条件确认清单通常包含哪些模块？,https://www.miit.gov.cn/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-009,重大危险源包保责任制中主要负责人职责要点？,https://openstd.samr.gov.cn/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-010,双重预防机制建设中风险分级管控与隐患排查如何衔接？,https://www.gb688.cn/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-011,生产安全事故应急预案演练频次与评估改进要点？,https://www.mem.gov.cn/gk/zfxxgkpt/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-012,特种作业人员持证上岗与复审培训应如何管理？,https://www.mem.gov.cn/xw/yjyw/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-013,工贸企业有限空间辨识与警示标志设置规范要点？,https://www.chinasafety.gov.cn/xw/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-014,涉氨制冷企业液氨泄漏报警与联锁切断系统维护？,https://www.mem.gov.cn/yw/zdgz/zxaj/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-015,铝加工（深井铸造）企业铸造井安全监测要点？,https://www.gov.cn/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-016,钢铁企业煤气区域一氧化碳监测与个体防护要点？,https://www.mem.gov.cn/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-017,建筑施工坍塌风险隐患排查治理专项行动关注哪些环节？,https://www.mem.gov.cn/yw/zdgz/ajfb/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-018,隧道施工超前地质预报与支护参数动态调整要点？,https://www.mem.gov.cn/yw/zdgz/yjgl/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-019,盾构机开仓换刀作业气体检测与通风要求？,https://www.chinasafety.gov.cn/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-020,尾矿库排洪设施检查与汛期巡查频次要点？,https://www.gov.cn/zhengce/zuixin/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-021,露天矿山边坡监测雷达与人工巡查如何互补？,https://www.samr.gov.cn/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-022,烟花爆竹生产企业工房定员定量与防静电措施？,https://www.mee.gov.cn/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-023,民用爆炸物品储存库治安防范与消防设施要点？,https://www.miit.gov.cn/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-024,机械制造车间噪声危害控制工程措施优先级？,https://openstd.samr.gov.cn/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-025,焊接作业职业健康防护中局部排风与呼吸防护选择？,https://www.gb688.cn/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-026,冲压机械双手操纵装置与安全光栅联锁关系？,https://www.mem.gov.cn/gk/zfxxgkpt/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-027,自动化产线人机协作区域安全围栏与停机规则？,https://www.mem.gov.cn/xw/yjyw/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-028,工业机器人安全停止类别与急停回路设计要求？,https://www.chinasafety.gov.cn/xw/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-029,数控机床防护门联锁与维修模式的安全管理？,https://www.mem.gov.cn/yw/zdgz/zxaj/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
mfg-030,压力管道泄漏带压堵漏作业的风险控制要点？,https://www.gov.cn/,manufacturing,以企业安全规程、特种设备法规及现场作业票证为准；本题为排查要点而非设备诊断结论。,high,medium
edu-001,普通高中课程标准中数学学科核心素养包含哪些维度？,https://www.moe.gov.cn/jyb_xxgk/moe_1777/moe_1778/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-002,义务教育课程方案中“综合实践活动”与劳动教育关系如何理解？,https://www.moe.gov.cn/jyb_xwfb/xw_fbbm/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-003,高中阶段选课走班制下学生发展指导应覆盖哪些内容？,https://www.gov.cn/zhengce/zuixin/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-004,国家智慧教育公共服务平台对教师备课的典型支持场景？,https://www.nhc.gov.cn/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-005,职业教育产教融合型企业认定对校企合作的激励要点？,https://www.moe.gov.cn/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-006,“双高计划”高职院校建设绩效评价关注哪些产出指标？,https://www.moe.gov.cn/jyb_sjzl/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-007,研究生教育质量保障中导师第一责任人制度要点？,https://www.moe.gov.cn/jyb_xwfb/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-008,高校科研诚信案件中数据处理不当的常见表现形式？,https://www.moe.gov.cn/jyb_xxgk/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-009,国际学生招生与管理中合规审查要点？,https://www.moe.gov.cn/jyb_sjzl/moe_560/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-010,学校食品安全校长负责制落实的检查要点？,https://www.moe.gov.cn/jyb_xwfb/s271/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-011,学生心理健康筛查与隐私保护如何平衡？,https://www.moe.gov.cn/jyb_xxgk/moe_1777/moe_1778/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-012,校园欺凌防治工作机制中家校沟通要点？,https://www.moe.gov.cn/jyb_xwfb/xw_fbbm/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-013,中小学教材选用委员会组成与回避原则？,https://www.gov.cn/zhengce/zuixin/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-014,国家统编教材使用范围与培训要求？,https://www.nhc.gov.cn/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-015,特殊教育融合发展支持保障措施概括？,https://www.moe.gov.cn/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-016,民族地区双语教育质量提升工程关注点？,https://www.moe.gov.cn/jyb_sjzl/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-017,乡村教师支持计划与职称倾斜政策要点？,https://www.moe.gov.cn/jyb_xwfb/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-018,公费师范生履约任教与违约处理规则应如何向考生说明？,https://www.moe.gov.cn/jyb_xxgk/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-019,职业教育现场工程师专项培养计划实施要点？,https://www.moe.gov.cn/jyb_sjzl/moe_560/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
edu-020,1+X证书制度试点中课证融通路径？,https://www.moe.gov.cn/jyb_xwfb/s271/,education,以教育部及省级教育行政部门最新文件、课程标准文本为准。,low,easy
code-001,Python 中浅拷贝与深拷贝的区别是什么？何时应使用 copy.deepcopy？,https://docs.python.org/3/tutorial/,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-002,解释 Python GIL 对多线程 CPU 密集型任务的影响及常见替代方案。,https://docs.python.org/3/library/stdtypes.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-003,list.sort() 与 sorted() 的关键差异有哪些？,https://docs.python.org/3/library/functions.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-004,生成器表达式与列表推导式在内存与惰性求值上的区别？,https://docs.python.org/3/howto/logging.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-005,contextmanager 与 with 语句配合使用的基本模式？,https://docs.python.org/3/library/concurrent.futures.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-006,concurrent.futures.ThreadPoolExecutor 与 ProcessPoolExecutor 选型要点？,https://docs.python.org/3/library/json.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-007,json.dumps 中 ensure_ascii=False 的使用场景？,https://docs.python.org/3/library/pathlib.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-008,pathlib.Path 相对 os.path 的主要优势？,https://docs.python.org/3/library/itertools.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-009,itertools.groupby 使用前为何通常需要先排序？,https://docs.python.org/3/library/dataclasses.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-010,dataclasses.field(default_factory=list) 解决什么问题？,https://docs.python.org/3/library/typing.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-011,typing.Protocol 与 ABC 在结构子类型上的区别？,https://docs.python.org/3/tutorial/,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-012,logging 中 Handler、Formatter、Logger 的职责划分？,https://docs.python.org/3/library/stdtypes.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-013,异常链中 raise ... from None 与 raise ... from e 的语义区别？,https://docs.python.org/3/library/functions.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-014,functools.lru_cache 适用与不适用的场景？,https://docs.python.org/3/howto/logging.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-015,enum.Enum 与 IntEnum 的典型使用差异？,https://docs.python.org/3/library/concurrent.futures.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-016,collections.Counter 在频次统计中的常见坑？,https://docs.python.org/3/library/json.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-017,zip(strict=True) 在 Python 3.10+ 中的用途？,https://docs.python.org/3/library/pathlib.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-018,match-case 结构相比 if-elif 链的可读性优势场景？,https://docs.python.org/3/library/itertools.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-019,asyncio.create_task 与直接 await 协对象的区别？,https://docs.python.org/3/library/dataclasses.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
code-020,typing.TypedDict 与 dataclass 在描述字典结构时的取舍？,https://docs.python.org/3/library/typing.html,code,以 Python 官方文档对应章节为准；版本差异请标明 Python 3.x。,low,easy
ceval-001,（C-Eval·computer_network）使用位填充方法，以01111110为位首flag，数据为011011111111111111110010，求问传送时要添加几个0____ 选项：A.1 B.2 C.3 D.4,HuggingFace ceval/ceval-exam config=computer_network split=val row=0,code,官方标准答案选项：C（C-Eval CC BY-NC-SA 4.0；请引用 Huang et al. NeurIPS 2023）,low,medium
ceval-002,（C-Eval·computer_network）在802.3标准中，发送帧之前需要____ 选项：A.等待冲突 B.等待令牌 C.监听介质 D.接受一个帧,HuggingFace ceval/ceval-exam config=computer_network split=val row=1,code,官方标准答案选项：C（C-Eval CC BY-NC-SA 4.0；请引用 Huang et al. NeurIPS 2023）,low,medium
ceval-003,（C-Eval·computer_network）TCP端对端通信作用于____ 选项：A.主机之间 B.网络之间 C.进程之间 D.主机到网络,HuggingFace ceval/ceval-exam config=computer_network split=val row=2,code,官方标准答案选项：C（C-Eval CC BY-NC-SA 4.0；请引用 Huang et al. NeurIPS 2023）,low,medium
ceval-004,（C-Eval·computer_network）对于传输层来说错误的是____ 选项：A.TCP是全双工协议 B.TCP是字节流协议 C.TCP和UDP协议不能使用同一个端口 D.TSAD是IP和端口的组合,HuggingFace ceval/ceval-exam config=computer_network split=val row=3,code,官方标准答案选项：C（C-Eval CC BY-NC-SA 4.0；请引用 Huang et al. NeurIPS 2023）,low,medium
ceval-005,（C-Eval·computer_network）已知当前TCP连接的RTT值为35ms，连续收到3个确认报文段，它们比相应的数据报文段的发送时间滞后了27ms、30ms与21ms。假设α=0.2，则第三个确认报文段到达后新的RTT估计值为____。 选项：A.33.4ms B.32.7ms C.21ms D.30.4ms,HuggingFace ceval/ceval-exam config=computer_network split=val row=4,code,官方标准答案选项：D（C-Eval CC BY-NC-SA 4.0；请引用 Huang et al. NeurIPS 2023）,low,medium
ceval-006,（C-Eval·operating_system）在Unix的两个文件系统之间建立文件或目录的链接命令是____。 选项：A.ln B.ln –s C.ls –n D.ls –i,HuggingFace ceval/ceval-exam config=operating_system split=val row=0,code,官方标准答案选项：B（C-Eval CC BY-NC-SA 4.0；请引用 Huang et al. NeurIPS 2023）,low,medium
ceval-007,（C-Eval·operating_system）下面几条中，____是动态重定位的特点。 选项：A.需要一个复杂的重定位装入程序 B.存储管理算法比较简单 C.不需地址变换硬件机构的支持 D.在执行时将逻辑地址变换成内存地址,HuggingFace ceval/ceval-exam config=operating_system split=val row=1,code,官方标准答案选项：D（C-Eval CC BY-NC-SA 4.0；请引用 Huang et al. NeurIPS 2023）,low,medium
ceval-008,（C-Eval·operating_system）Unix打开文件机构中的进程打开文件表是进程扩充控制块user结构中的____。 选项：A.u_pdir B.u_ofile C.u_dirp D.u_pofile,HuggingFace ceval/ceval-exam config=operating_system split=val row=2,code,官方标准答案选项：B（C-Eval CC BY-NC-SA 4.0；请引用 Huang et al. NeurIPS 2023）,low,medium
