human_time_ai_min,correctness_score,risk_score,review_effort_min,sector,run_id,task_text,annotator_id,hallucination_flag,notes,difficulty_label,completeness_score,risk_class,task_id,quality_score,task_source,policy_id,human_time_base_min
6,4,5,3,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 58字符,,4,,cmmlu-039,4,,pl_deepseek_pro,5
6,1,3,3,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 5字符,,1,,cmmlu-040,1,,pl_deepseek_flash,5
6,4,5,3,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 76字符,,3,,cmmlu-040,4,,pl_deepseek_pro,5
6,4,5,3,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 82字符,,3,,cmmlu-041,4,,pl_deepseek_flash,5
7,8,5,3,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 267字符,,9,,cmmlu-041,7,,pl_deepseek_pro,5
6,5,5,3,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 134字符,,3,,cmmlu-042,5,,pl_deepseek_flash,5
7,8,5,3,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 202字符,,7,,cmmlu-042,7,,pl_deepseek_pro,5
6,3,4,3,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 36字符,,3,,cmmlu-043,3,,pl_deepseek_flash,5
6,5,5,3,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 112字符,,3,,cmmlu-043,5,,pl_deepseek_pro,5
6,4,5,3,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 81字符,,3,,cmmlu-044,4,,pl_deepseek_flash,5
6,5,5,3,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 119字符,,4,,cmmlu-044,5,,pl_deepseek_pro,5
6,1,3,3,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 8字符,,1,,cmmlu-045,1,,pl_deepseek_flash,5
7,8,5,3,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 314字符,,9,,cmmlu-045,7,,pl_deepseek_pro,5
22,8,5,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 387字符,,8,,code-001,7,,pl_deepseek_flash,20
22,9,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 432字符,,9,,code-001,8,,pl_deepseek_pro,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 609字符,,10,,code-002,9,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 633字符,,9,,code-002,9,,pl_deepseek_pro,20
23,9,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 598字符,,10,,code-003,8,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 791字符,,10,,code-003,9,,pl_deepseek_pro,20
21,5,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 145字符,,3,,code-004,5,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 716字符,,10,,code-004,9,,pl_deepseek_pro,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 909字符,,10,,code-005,9,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 1342字符,,10,,code-005,9,,pl_deepseek_pro,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 1191字符,,10,,code-006,9,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 805字符,,10,,code-006,9,,pl_deepseek_pro,20
22,9,5,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 466字符,,9,,code-007,8,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 663字符,,10,,code-007,9,,pl_deepseek_pro,20
22,9,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 430字符,,9,,code-008,8,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 682字符,,10,,code-008,9,,pl_deepseek_pro,20
21,5,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 101字符,,3,,code-009,5,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 688字符,,10,,code-009,9,,pl_deepseek_pro,20
21,5,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 136字符,,3,,code-010,5,,pl_deepseek_flash,20
23,9,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 563字符,,10,,code-010,8,,pl_deepseek_pro,20
21,8,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 200字符,,6,,code-011,7,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 801字符,,10,,code-011,9,,pl_deepseek_pro,20
22,8,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 374字符,,8,,code-012,7,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 718字符,,10,,code-012,9,,pl_deepseek_pro,20
22,9,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 463字符,,8,,code-013,8,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 844字符,,10,,code-013,9,,pl_deepseek_pro,20
23,10,5,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 677字符,,10,,code-014,9,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 786字符,,10,,code-014,9,,pl_deepseek_pro,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 815字符,,10,,code-015,9,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 1117字符,,10,,code-015,9,,pl_deepseek_pro,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 1136字符,,10,,code-016,9,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 1064字符,,10,,code-016,9,,pl_deepseek_pro,20
21,5,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 122字符,,3,,code-017,5,,pl_deepseek_flash,20
22,8,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 201字符,,7,,code-017,7,,pl_deepseek_pro,20
23,9,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 587字符,,10,,code-018,8,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 751字符,,10,,code-018,9,,pl_deepseek_pro,20
22,7,6,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 443字符,,10,,code-019,8,,pl_deepseek_flash,20
23,7,6,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 1583字符,,10,,code-019,9,,pl_deepseek_pro,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 1239字符,,10,,code-020,9,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 1007字符,,10,,code-020,9,,pl_deepseek_pro,20
21,4,5,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 75字符,,3,,edu-001,4,,pl_deepseek_flash,20
21,5,5,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 117字符,,7,,edu-001,5,,pl_deepseek_pro,20
22,8,5,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 294字符,,8,,edu-002,7,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 836字符,,10,,edu-002,9,,pl_deepseek_pro,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 614字符,,10,,edu-003,9,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 707字符,,10,,edu-003,9,,pl_deepseek_pro,20
22,8,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 396字符,,9,,edu-004,7,,pl_deepseek_flash,20
22,9,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 425字符,,8,,edu-004,8,,pl_deepseek_pro,20
22,9,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 421字符,,9,,edu-005,8,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 760字符,,10,,edu-005,9,,pl_deepseek_pro,20
22,7,6,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 478字符,,10,,edu-006,8,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 785字符,,10,,edu-006,9,,pl_deepseek_pro,20
22,9,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 408字符,,9,,edu-007,8,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 767字符,,10,,edu-007,9,,pl_deepseek_pro,20
22,9,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 492字符,,10,,edu-008,8,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 908字符,,10,,edu-008,9,,pl_deepseek_pro,20
23,7,6,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 805字符,,10,,edu-009,9,,pl_deepseek_flash,20
23,7,6,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 1066字符,,10,,edu-009,9,,pl_deepseek_pro,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 719字符,,10,,edu-010,9,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 974字符,,10,,edu-010,9,,pl_deepseek_pro,20
23,7,6,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 530字符,,9,,edu-011,8,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 835字符,,10,,edu-011,9,,pl_deepseek_pro,20
22,8,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 303字符,,8,,edu-012,7,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 1125字符,,10,,edu-012,9,,pl_deepseek_pro,20
21,6,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 151字符,,3,,edu-013,6,,pl_deepseek_flash,20
22,9,5,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 419字符,,10,,edu-013,8,,pl_deepseek_pro,20
22,8,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 288字符,,9,,edu-014,7,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 682字符,,10,,edu-014,9,,pl_deepseek_pro,20
22,7,6,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 415字符,,10,,edu-015,8,,pl_deepseek_flash,20
22,9,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 449字符,,9,,edu-015,8,,pl_deepseek_pro,20
22,9,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 457字符,,9,,edu-016,8,,pl_deepseek_flash,20
23,9,5,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 589字符,,10,,edu-016,8,,pl_deepseek_pro,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 671字符,,10,,edu-017,9,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 1009字符,,10,,edu-017,9,,pl_deepseek_pro,20
22,7,6,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 499字符,,10,,edu-018,8,,pl_deepseek_flash,20
23,7,6,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 1773字符,,10,,edu-018,9,,pl_deepseek_pro,20
23,7,6,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 518字符,,9,,edu-019,8,,pl_deepseek_flash,20
23,7,6,10,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 697字符,,10,,edu-019,9,,pl_deepseek_pro,20
22,9,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 401字符,,9,,edu-020,8,,pl_deepseek_flash,20
23,10,5,10,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 662字符,,10,,edu-020,9,,pl_deepseek_pro,20
37,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 421字符,,9,,es-001,8,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 534字符,,10,,es-001,8,,pl_deepseek_pro,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 835字符,,10,,es-002,9,,pl_deepseek_pro,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 649字符,,10,,es-003,9,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 697字符,,10,,es-003,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 485字符,,9,,es-004,8,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 966字符,,10,,es-004,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 340字符,,8,,es-005,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 994字符,,10,,es-005,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 287字符,,7,,es-006,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 917字符,,10,,es-006,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 474字符,,10,,es-007,8,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 777字符,,10,,es-007,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 475字符,,9,,es-008,8,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 1209字符,,10,,es-008,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 493字符,,9,,es-009,8,,pl_deepseek_flash,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 409字符,,8,,es-009,8,,pl_deepseek_pro,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 559字符,,10,,es-010,8,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 1419字符,,10,,es-010,9,,pl_deepseek_pro,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 642字符,,10,,es-011,9,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 797字符,,10,,es-011,9,,pl_deepseek_pro,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 528字符,,10,,es-012,8,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 963字符,,10,,es-012,9,,pl_deepseek_pro,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 733字符,,9,,es-013,9,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 825字符,,10,,es-013,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 342字符,,8,,es-014,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 1303字符,,10,,es-014,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 246字符,,6,,es-015,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 952字符,,10,,es-015,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 480字符,,9,,es-016,8,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 810字符,,10,,es-016,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 499字符,,9,,es-017,8,,pl_deepseek_flash,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 372字符,,9,,es-018,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 978字符,,10,,es-018,9,,pl_deepseek_pro,35
36,6,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 194字符,,4,,es-019,6,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 596字符,,10,,es-019,8,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 417字符,,8,,es-020,8,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 1728字符,,10,,es-020,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 233字符,,7,,es-021,7,,pl_deepseek_flash,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 466字符,,10,,es-021,8,,pl_deepseek_pro,35
36,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 200字符,,7,,es-022,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 715字符,,10,,es-022,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 268字符,,7,,es-023,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 747字符,,10,,es-023,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 369字符,,9,,es-024,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 902字符,,10,,es-024,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 352字符,,9,,es-025,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 741字符,,10,,es-025,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 413字符,,8,,es-026,8,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 649字符,,10,,es-026,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 252字符,,8,,es-027,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 886字符,,10,,es-027,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 456字符,,8,,es-028,8,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 1026字符,,10,,es-028,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 254字符,,8,,es-029,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 881字符,,10,,es-029,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 235字符,,7,,es-030,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 564字符,,10,,es-030,8,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 405字符,,8,,es-031,8,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 609字符,,10,,es-031,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 203字符,,6,,es-032,7,,pl_deepseek_flash,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 413字符,,8,,es-032,8,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 480字符,,9,,es-033,8,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 762字符,,10,,es-033,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 413字符,,9,,es-034,8,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 944字符,,10,,es-034,9,,pl_deepseek_pro,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 507字符,,10,,es-035,8,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 528字符,,10,,es-035,8,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 386字符,,8,,es-036,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 673字符,,10,,es-036,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 464字符,,10,,es-037,8,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 713字符,,10,,es-037,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 350字符,,9,,es-038,7,,pl_deepseek_flash,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 467字符,,7,,es-038,8,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 459字符,,8,,es-039,8,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 1026字符,,10,,es-039,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 215字符,,7,,es-040,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 558字符,,10,,es-040,8,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 286字符,,7,,es-041,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 988字符,,10,,es-041,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 430字符,,10,,es-042,8,,pl_deepseek_flash,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 437字符,,9,,es-042,8,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 231字符,,7,,es-043,7,,pl_deepseek_flash,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 350字符,,9,,es-043,7,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 334字符,,8,,es-044,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 520字符,,10,,es-044,8,,pl_deepseek_pro,35
36,6,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 162字符,,4,,es-045,6,,pl_deepseek_flash,35
37,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 344字符,,7,,es-045,7,,pl_deepseek_pro,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 666字符,,10,,es-046,9,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 765字符,,10,,es-046,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 377字符,,8,,es-047,7,,pl_deepseek_flash,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 438字符,,9,,es-047,8,,pl_deepseek_pro,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 686字符,,10,,es-048,9,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 1013字符,,10,,es-048,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 328字符,,8,,es-049,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 751字符,,10,,es-049,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 321字符,,8,,es-050,7,,pl_deepseek_flash,35
38,7,6,17,,ds_batch,,assistant_demo_v1,1,AI自动标注 - 响应长度: 638字符,,9,,es-050,9,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 227字符,,7,,es-051,7,,pl_deepseek_flash,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 241字符,,7,,es-051,7,,pl_deepseek_pro,35
37,7,6,17,,ds_batch,,assistant_demo_v1,0,AI自动标注 - 响应长度: 318字符,,9,,es-052,7,,pl_deepseek_flash,35
