task_id,policy_id,run_id,annotator_id,quality_score,correctness_score,completeness_score,risk_score,hallucination_flag,human_time_base_min,human_time_ai_min,review_effort_min,notes
ps-052,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
ps-053,pl_glm_47,glm_batch_v3,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-053,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-054,pl_glm_47,glm_batch_v3,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-054,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,7,6,9,3,0,25,10,5,
ps-055,pl_glm_47,glm_batch_v3,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-055,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,7,8,7,3,0,25,10,5,
ps-056,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,5,5,3,0,25,10,5,回答质量有待提高；
ps-057,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,5,5,3,0,25,10,5,回答质量有待提高；
ps-058,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-059,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,8,8,9,3,0,25,10,5,回答质量优秀；
ps-060,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,7,7,3,0,25,10,5,
ps-061,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
ps-062,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,2,9,3,1,25,10,5,出现无法回答情况；存在明显错误或无法回答；回答质量有待提高；
ps-063,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,4,7,3,0,25,10,5,回答质量有待提高；
ps-064,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,4,9,3,0,25,10,5,
ps-065,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-066,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,6,9,3,0,25,10,5,
ps-067,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,5,9,3,0,25,10,5,
ps-068,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,4,7,3,0,25,10,5,回答质量有待提高；
ps-069,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,5,7,3,0,25,10,5,
ps-070,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,6,7,3,0,25,10,5,
