human_time_ai_min,human_time_base_min,run_id,sector,risk_score,notes,correctness_score,task_source,completeness_score,task_text,policy_id,review_effort_min,hallucination_flag,annotator_id,risk_class,quality_score,task_id,difficulty_label
38,35,ds_batch,,6,AI自动标注 - 响应长度: 1104字符,7,,10,,pl_deepseek_pro,17,1,assistant_demo_v1,,9,es-058,
36,35,ds_batch,,6,AI自动标注 - 响应长度: 178字符,6,,4,,pl_deepseek_flash,17,0,assistant_demo_v1,,6,es-059,
37,35,ds_batch,,6,AI自动标注 - 响应长度: 432字符,7,,9,,pl_deepseek_pro,17,0,assistant_demo_v1,,8,es-059,
37,35,ds_batch,,6,AI自动标注 - 响应长度: 447字符,7,,9,,pl_deepseek_flash,17,0,assistant_demo_v1,,8,es-060,
38,35,ds_batch,,6,AI自动标注 - 响应长度: 753字符,7,,10,,pl_deepseek_pro,17,1,assistant_demo_v1,,9,es-060,
37,35,ds_batch,,6,AI自动标注 - 响应长度: 463字符,7,,9,,pl_deepseek_flash,17,1,assistant_demo_v1,,8,es-061,
38,35,ds_batch,,6,AI自动标注 - 响应长度: 537字符,7,,10,,pl_deepseek_pro,17,1,assistant_demo_v1,,8,es-061,
37,35,ds_batch,,6,AI自动标注 - 响应长度: 456字符,7,,9,,pl_deepseek_flash,17,1,assistant_demo_v1,,8,es-062,
38,35,ds_batch,,6,AI自动标注 - 响应长度: 684字符,7,,10,,pl_deepseek_pro,17,0,assistant_demo_v1,,9,es-062,
37,35,ds_batch,,6,AI自动标注 - 响应长度: 258字符,7,,7,,pl_deepseek_flash,17,1,assistant_demo_v1,,7,es-063,
37,35,ds_batch,,6,AI自动标注 - 响应长度: 308字符,7,,7,,pl_deepseek_pro,17,1,assistant_demo_v1,,7,es-063,
37,35,ds_batch,,6,AI自动标注 - 响应长度: 389字符,7,,8,,pl_deepseek_flash,17,0,assistant_demo_v1,,7,es-064,
38,35,ds_batch,,6,AI自动标注 - 响应长度: 607字符,7,,10,,pl_deepseek_pro,17,0,assistant_demo_v1,,9,es-064,
36,35,ds_batch,,6,AI自动标注 - 响应长度: 148字符,5,,3,,pl_deepseek_flash,17,0,assistant_demo_v1,,5,es-065,
38,35,ds_batch,,6,AI自动标注 - 响应长度: 678字符,7,,10,,pl_deepseek_pro,17,0,assistant_demo_v1,,9,es-065,
38,35,ds_batch,,6,AI自动标注 - 响应长度: 570字符,7,,10,,pl_deepseek_flash,17,0,assistant_demo_v1,,8,es-066,
38,35,ds_batch,,6,AI自动标注 - 响应长度: 804字符,7,,10,,pl_deepseek_pro,17,0,assistant_demo_v1,,9,es-066,
37,35,ds_batch,,6,AI自动标注 - 响应长度: 345字符,7,,7,,pl_deepseek_flash,17,0,assistant_demo_v1,,7,es-067,
37,35,ds_batch,,6,AI自动标注 - 响应长度: 404字符,7,,9,,pl_deepseek_pro,17,0,assistant_demo_v1,,8,es-067,
38,35,ds_batch,,6,AI自动标注 - 响应长度: 687字符,7,,10,,pl_deepseek_flash,17,0,assistant_demo_v1,,9,es-068,
38,35,ds_batch,,5,AI自动标注 - 响应长度: 876字符,10,,10,,pl_deepseek_pro,17,1,assistant_demo_v1,,9,es-068,
37,35,ds_batch,,6,AI自动标注 - 响应长度: 446字符,7,,9,,pl_deepseek_flash,17,0,assistant_demo_v1,,8,es-069,
38,35,ds_batch,,6,AI自动标注 - 响应长度: 1127字符,7,,10,,pl_deepseek_pro,17,1,assistant_demo_v1,,9,es-069,
37,35,ds_batch,,6,AI自动标注 - 响应长度: 439字符,7,,8,,pl_deepseek_flash,17,0,assistant_demo_v1,,8,es-070,
38,35,ds_batch,,6,AI自动标注 - 响应长度: 854字符,7,,10,,pl_deepseek_pro,17,0,assistant_demo_v1,,9,es-070,
23,20,ds_batch,,6,AI自动标注 - 响应长度: 721字符,7,,10,,pl_deepseek_flash,10,1,assistant_demo_v1,,9,mfg-001,
23,20,ds_batch,,6,AI自动标注 - 响应长度: 1295字符,7,,10,,pl_deepseek_pro,10,1,assistant_demo_v1,,9,mfg-001,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 965字符,10,,10,,pl_deepseek_flash,10,0,assistant_demo_v1,,9,mfg-002,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 1159字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-002,
22,20,ds_batch,,5,AI自动标注 - 响应长度: 489字符,9,,10,,pl_deepseek_flash,10,0,assistant_demo_v1,,8,mfg-003,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 975字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-003,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 1057字符,10,,10,,pl_deepseek_flash,10,1,assistant_demo_v1,,9,mfg-004,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 822字符,10,,10,,pl_deepseek_pro,10,1,assistant_demo_v1,,9,mfg-004,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 582字符,9,,10,,pl_deepseek_flash,10,0,assistant_demo_v1,,8,mfg-005,
23,20,ds_batch,,6,AI自动标注 - 响应长度: 801字符,7,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-005,
22,20,ds_batch,,5,AI自动标注 - 响应长度: 349字符,8,,8,,pl_deepseek_flash,10,0,assistant_demo_v1,,7,mfg-006,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 819字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-006,
23,20,ds_batch,,6,AI自动标注 - 响应长度: 748字符,7,,10,,pl_deepseek_flash,10,0,assistant_demo_v1,,9,mfg-007,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 914字符,10,,10,,pl_deepseek_pro,10,1,assistant_demo_v1,,9,mfg-007,
22,20,ds_batch,,5,AI自动标注 - 响应长度: 436字符,9,,10,,pl_deepseek_flash,10,0,assistant_demo_v1,,8,mfg-008,
23,20,ds_batch,,6,AI自动标注 - 响应长度: 928字符,7,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-008,
22,20,ds_batch,,5,AI自动标注 - 响应长度: 494字符,9,,9,,pl_deepseek_flash,10,0,assistant_demo_v1,,8,mfg-009,
22,20,ds_batch,,6,AI自动标注 - 响应长度: 449字符,7,,9,,pl_deepseek_pro,10,1,assistant_demo_v1,,8,mfg-009,
22,20,ds_batch,,5,AI自动标注 - 响应长度: 475字符,9,,10,,pl_deepseek_flash,10,0,assistant_demo_v1,,8,mfg-010,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 731字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-010,
23,20,ds_batch,,6,AI自动标注 - 响应长度: 793字符,7,,10,,pl_deepseek_flash,10,1,assistant_demo_v1,,9,mfg-011,
23,20,ds_batch,,6,AI自动标注 - 响应长度: 593字符,7,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,8,mfg-011,
22,20,ds_batch,,5,AI自动标注 - 响应长度: 480字符,9,,10,,pl_deepseek_flash,10,1,assistant_demo_v1,,8,mfg-012,
23,20,ds_batch,,6,AI自动标注 - 响应长度: 810字符,7,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-012,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 706字符,10,,10,,pl_deepseek_flash,10,0,assistant_demo_v1,,9,mfg-013,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 601字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-013,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 561字符,9,,9,,pl_deepseek_flash,10,1,assistant_demo_v1,,8,mfg-014,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 1187字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-014,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 529字符,9,,10,,pl_deepseek_flash,10,0,assistant_demo_v1,,8,mfg-015,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 706字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-015,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 673字符,10,,10,,pl_deepseek_flash,10,1,assistant_demo_v1,,9,mfg-016,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 861字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-016,
22,20,ds_batch,,5,AI自动标注 - 响应长度: 380字符,8,,9,,pl_deepseek_flash,10,0,assistant_demo_v1,,7,mfg-017,
22,20,ds_batch,,5,AI自动标注 - 响应长度: 498字符,9,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,8,mfg-017,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 735字符,10,,10,,pl_deepseek_flash,10,0,assistant_demo_v1,,9,mfg-018,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 893字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-018,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 997字符,10,,10,,pl_deepseek_flash,10,1,assistant_demo_v1,,9,mfg-019,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 896字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-019,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 606字符,10,,10,,pl_deepseek_flash,10,1,assistant_demo_v1,,9,mfg-020,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 866字符,10,,10,,pl_deepseek_pro,10,1,assistant_demo_v1,,9,mfg-020,
22,20,ds_batch,,5,AI自动标注 - 响应长度: 216字符,8,,8,,pl_deepseek_flash,10,0,assistant_demo_v1,,7,mfg-021,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 748字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-021,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 786字符,10,,10,,pl_deepseek_flash,10,1,assistant_demo_v1,,9,mfg-022,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 908字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-022,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 717字符,10,,10,,pl_deepseek_flash,10,0,assistant_demo_v1,,9,mfg-023,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 1298字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-023,
22,20,ds_batch,,5,AI自动标注 - 响应长度: 438字符,9,,10,,pl_deepseek_flash,10,0,assistant_demo_v1,,8,mfg-024,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 788字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-024,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 669字符,10,,10,,pl_deepseek_flash,10,0,assistant_demo_v1,,9,mfg-025,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 962字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-025,
22,20,ds_batch,,6,AI自动标注 - 响应长度: 386字符,7,,8,,pl_deepseek_flash,10,0,assistant_demo_v1,,7,mfg-026,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 718字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-026,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 721字符,10,,10,,pl_deepseek_flash,10,0,assistant_demo_v1,,9,mfg-027,
23,20,ds_batch,,6,AI自动标注 - 响应长度: 842字符,7,,10,,pl_deepseek_pro,10,1,assistant_demo_v1,,9,mfg-027,
22,20,ds_batch,,5,AI自动标注 - 响应长度: 439字符,9,,10,,pl_deepseek_flash,10,0,assistant_demo_v1,,8,mfg-028,
23,20,ds_batch,,6,AI自动标注 - 响应长度: 1473字符,7,,10,,pl_deepseek_pro,10,1,assistant_demo_v1,,9,mfg-028,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 570字符,9,,10,,pl_deepseek_flash,10,1,assistant_demo_v1,,8,mfg-029,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 1082字符,10,,10,,pl_deepseek_pro,10,0,assistant_demo_v1,,9,mfg-029,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 639字符,10,,10,,pl_deepseek_flash,10,0,assistant_demo_v1,,9,mfg-030,
23,20,ds_batch,,5,AI自动标注 - 响应长度: 967字符,10,,10,,pl_deepseek_pro,10,1,assistant_demo_v1,,9,mfg-030,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 506字符,7,,10,,pl_deepseek_flash,12,0,assistant_demo_v1,,8,ps-001,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 1106字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-001,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 712字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-002,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 564字符,7,,9,,pl_deepseek_flash,12,0,assistant_demo_v1,,8,ps-003,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 910字符,7,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-003,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 618字符,7,,10,,pl_deepseek_flash,12,0,assistant_demo_v1,,9,ps-004,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 1098字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-004,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 730字符,7,,10,,pl_deepseek_flash,12,0,assistant_demo_v1,,9,ps-005,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 835字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-005,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 557字符,7,,9,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-006,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 904字符,7,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-006,
27,25,ds_batch,,6,AI自动标注 - 响应长度: 280字符,7,,7,,pl_deepseek_flash,12,1,assistant_demo_v1,,7,ps-007,
27,25,ds_batch,,6,AI自动标注 - 响应长度: 272字符,7,,7,,pl_deepseek_pro,12,0,assistant_demo_v1,,7,ps-007,
27,25,ds_batch,,6,AI自动标注 - 响应长度: 283字符,7,,6,,pl_deepseek_flash,12,0,assistant_demo_v1,,7,ps-008,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 699字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-008,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 563字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-009,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 840字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-009,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 535字符,7,,9,,pl_deepseek_flash,12,0,assistant_demo_v1,,8,ps-010,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 774字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-010,
27,25,ds_batch,,6,AI自动标注 - 响应长度: 274字符,7,,7,,pl_deepseek_flash,12,0,assistant_demo_v1,,7,ps-011,
27,25,ds_batch,,6,AI自动标注 - 响应长度: 328字符,7,,7,,pl_deepseek_pro,12,0,assistant_demo_v1,,7,ps-011,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 873字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-012,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 960字符,7,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-012,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 619字符,7,,9,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-013,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 991字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-013,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 614字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-014,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 814字符,7,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-014,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 1094字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-015,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 1125字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-015,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 728字符,7,,10,,pl_deepseek_flash,12,0,assistant_demo_v1,,9,ps-016,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 801字符,7,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-016,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 701字符,7,,10,,pl_deepseek_flash,12,0,assistant_demo_v1,,9,ps-017,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 706字符,7,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-017,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 626字符,10,,9,,pl_deepseek_flash,12,0,assistant_demo_v1,,9,ps-018,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 905字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-018,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 515字符,9,,10,,pl_deepseek_flash,12,0,assistant_demo_v1,,8,ps-019,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 814字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-019,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 886字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-020,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 766字符,7,,10,,pl_deepseek_flash,12,0,assistant_demo_v1,,9,ps-021,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 1108字符,7,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-021,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 743字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-022,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 1254字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-022,
27,25,ds_batch,,5,AI自动标注 - 响应长度: 449字符,9,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-023,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 669字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-024,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 1033字符,7,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-024,
27,25,ds_batch,,5,AI自动标注 - 响应长度: 378字符,8,,8,,pl_deepseek_flash,12,1,assistant_demo_v1,,7,ps-025,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 670字符,10,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-025,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 844字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-026,
26,25,ds_batch,,6,AI自动标注 - 响应长度: 137字符,5,,4,,pl_deepseek_pro,12,0,assistant_demo_v1,,5,ps-026,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 1599字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-027,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 1565字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-027,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 514字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-028,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 698字符,10,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-028,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 501字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-029,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 1145字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-029,
27,25,ds_batch,,6,AI自动标注 - 响应长度: 340字符,7,,8,,pl_deepseek_flash,12,1,assistant_demo_v1,,7,ps-030,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 666字符,7,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-030,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 856字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-031,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 1010字符,7,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-031,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 828字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-032,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 911字符,10,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-032,
27,25,ds_batch,,5,AI自动标注 - 响应长度: 473字符,9,,9,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-033,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 886字符,10,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-033,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 735字符,10,,10,,pl_deepseek_flash,12,0,assistant_demo_v1,,9,ps-034,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 1107字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-035,
26,25,ds_batch,,5,AI自动标注 - 响应长度: 79字符,4,,3,,pl_deepseek_pro,12,1,assistant_demo_v1,,4,ps-035,
27,25,ds_batch,,5,AI自动标注 - 响应长度: 431字符,9,,9,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-036,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 827字符,10,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-036,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 1666字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-037,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 697字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-037,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 798字符,10,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-038,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 996字符,10,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-038,
27,25,ds_batch,,5,AI自动标注 - 响应长度: 484字符,9,,8,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-039,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 964字符,7,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-039,
27,25,ds_batch,,5,AI自动标注 - 响应长度: 403字符,9,,9,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-040,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 535字符,7,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,8,ps-040,
27,25,ds_batch,,6,AI自动标注 - 响应长度: 449字符,7,,9,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-041,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 1099字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-041,
27,25,ds_batch,,5,AI自动标注 - 响应长度: 297字符,8,,7,,pl_deepseek_flash,12,1,assistant_demo_v1,,7,ps-042,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 505字符,7,,8,,pl_deepseek_pro,12,1,assistant_demo_v1,,8,ps-042,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 602字符,10,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-043,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 1260字符,10,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-043,
27,25,ds_batch,,6,AI自动标注 - 响应长度: 429字符,7,,8,,pl_deepseek_flash,12,0,assistant_demo_v1,,8,ps-044,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 748字符,7,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-044,
27,25,ds_batch,,5,AI自动标注 - 响应长度: 408字符,9,,9,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-045,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 540字符,9,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,8,ps-045,
27,25,ds_batch,,5,AI自动标注 - 响应长度: 431字符,9,,9,,pl_deepseek_flash,12,0,assistant_demo_v1,,8,ps-046,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 976字符,10,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-046,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 866字符,10,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,9,ps-047,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 1037字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-047,
27,25,ds_batch,,6,AI自动标注 - 响应长度: 491字符,7,,9,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-048,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 624字符,7,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-048,
27,25,ds_batch,,5,AI自动标注 - 响应长度: 435字符,9,,8,,pl_deepseek_flash,12,0,assistant_demo_v1,,8,ps-049,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 953字符,10,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-049,
27,25,ds_batch,,5,AI自动标注 - 响应长度: 275字符,8,,6,,pl_deepseek_flash,12,0,assistant_demo_v1,,7,ps-050,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 992字符,10,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-050,
27,25,ds_batch,,5,AI自动标注 - 响应长度: 471字符,9,,9,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-051,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 938字符,10,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-051,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 584字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-052,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 821字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-052,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 855字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-053,
27,25,ds_batch,,6,AI自动标注 - 响应长度: 403字符,7,,10,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-054,
28,25,ds_batch,,5,AI自动标注 - 响应长度: 1115字符,10,,10,,pl_deepseek_pro,12,0,assistant_demo_v1,,9,ps-054,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 542字符,7,,9,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-055,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 975字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-055,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 530字符,7,,9,,pl_deepseek_flash,12,1,assistant_demo_v1,,8,ps-056,
28,25,ds_batch,,6,AI自动标注 - 响应长度: 1044字符,7,,10,,pl_deepseek_pro,12,1,assistant_demo_v1,,9,ps-056,
