risk_score,correctness_score,human_time_ai_min,task_source,human_time_base_min,difficulty_label,policy_id,task_id,completeness_score,notes,task_text,quality_score,run_id,sector,risk_class,review_effort_min,hallucination_flag,annotator_id
5,4,6,,5,,pl_deepseek_pro,cmmlu-039,4,AI自动标注 - 响应长度: 58字符,,4,ds_batch,,,3,0,assistant_demo_v1
3,1,6,,5,,pl_deepseek_flash,cmmlu-040,1,AI自动标注 - 响应长度: 5字符,,1,ds_batch,,,3,0,assistant_demo_v1
5,4,6,,5,,pl_deepseek_pro,cmmlu-040,3,AI自动标注 - 响应长度: 76字符,,4,ds_batch,,,3,0,assistant_demo_v1
5,4,6,,5,,pl_deepseek_flash,cmmlu-041,3,AI自动标注 - 响应长度: 82字符,,4,ds_batch,,,3,0,assistant_demo_v1
5,8,7,,5,,pl_deepseek_pro,cmmlu-041,9,AI自动标注 - 响应长度: 267字符,,7,ds_batch,,,3,0,assistant_demo_v1
5,5,6,,5,,pl_deepseek_flash,cmmlu-042,3,AI自动标注 - 响应长度: 134字符,,5,ds_batch,,,3,0,assistant_demo_v1
5,8,7,,5,,pl_deepseek_pro,cmmlu-042,7,AI自动标注 - 响应长度: 202字符,,7,ds_batch,,,3,0,assistant_demo_v1
4,3,6,,5,,pl_deepseek_flash,cmmlu-043,3,AI自动标注 - 响应长度: 36字符,,3,ds_batch,,,3,0,assistant_demo_v1
5,5,6,,5,,pl_deepseek_pro,cmmlu-043,3,AI自动标注 - 响应长度: 112字符,,5,ds_batch,,,3,0,assistant_demo_v1
5,4,6,,5,,pl_deepseek_flash,cmmlu-044,3,AI自动标注 - 响应长度: 81字符,,4,ds_batch,,,3,0,assistant_demo_v1
5,5,6,,5,,pl_deepseek_pro,cmmlu-044,4,AI自动标注 - 响应长度: 119字符,,5,ds_batch,,,3,0,assistant_demo_v1
3,1,6,,5,,pl_deepseek_flash,cmmlu-045,1,AI自动标注 - 响应长度: 8字符,,1,ds_batch,,,3,0,assistant_demo_v1
5,8,7,,5,,pl_deepseek_pro,cmmlu-045,9,AI自动标注 - 响应长度: 314字符,,7,ds_batch,,,3,0,assistant_demo_v1
5,8,22,,20,,pl_deepseek_flash,code-001,8,AI自动标注 - 响应长度: 387字符,,7,ds_batch,,,10,1,assistant_demo_v1
5,9,22,,20,,pl_deepseek_pro,code-001,9,AI自动标注 - 响应长度: 432字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,code-002,10,AI自动标注 - 响应长度: 609字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,code-002,9,AI自动标注 - 响应长度: 633字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,9,23,,20,,pl_deepseek_flash,code-003,10,AI自动标注 - 响应长度: 598字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,code-003,10,AI自动标注 - 响应长度: 791字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,5,21,,20,,pl_deepseek_flash,code-004,3,AI自动标注 - 响应长度: 145字符,,5,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,code-004,10,AI自动标注 - 响应长度: 716字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,code-005,10,AI自动标注 - 响应长度: 909字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,code-005,10,AI自动标注 - 响应长度: 1342字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,code-006,10,AI自动标注 - 响应长度: 1191字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,code-006,10,AI自动标注 - 响应长度: 805字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,9,22,,20,,pl_deepseek_flash,code-007,9,AI自动标注 - 响应长度: 466字符,,8,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,code-007,10,AI自动标注 - 响应长度: 663字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,9,22,,20,,pl_deepseek_flash,code-008,9,AI自动标注 - 响应长度: 430字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,code-008,10,AI自动标注 - 响应长度: 682字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,5,21,,20,,pl_deepseek_flash,code-009,3,AI自动标注 - 响应长度: 101字符,,5,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,code-009,10,AI自动标注 - 响应长度: 688字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,5,21,,20,,pl_deepseek_flash,code-010,3,AI自动标注 - 响应长度: 136字符,,5,ds_batch,,,10,0,assistant_demo_v1
5,9,23,,20,,pl_deepseek_pro,code-010,10,AI自动标注 - 响应长度: 563字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,8,21,,20,,pl_deepseek_flash,code-011,6,AI自动标注 - 响应长度: 200字符,,7,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,code-011,10,AI自动标注 - 响应长度: 801字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,8,22,,20,,pl_deepseek_flash,code-012,8,AI自动标注 - 响应长度: 374字符,,7,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,code-012,10,AI自动标注 - 响应长度: 718字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,9,22,,20,,pl_deepseek_flash,code-013,8,AI自动标注 - 响应长度: 463字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,code-013,10,AI自动标注 - 响应长度: 844字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,code-014,10,AI自动标注 - 响应长度: 677字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,code-014,10,AI自动标注 - 响应长度: 786字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,code-015,10,AI自动标注 - 响应长度: 815字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,code-015,10,AI自动标注 - 响应长度: 1117字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,code-016,10,AI自动标注 - 响应长度: 1136字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,code-016,10,AI自动标注 - 响应长度: 1064字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,5,21,,20,,pl_deepseek_flash,code-017,3,AI自动标注 - 响应长度: 122字符,,5,ds_batch,,,10,0,assistant_demo_v1
5,8,22,,20,,pl_deepseek_pro,code-017,7,AI自动标注 - 响应长度: 201字符,,7,ds_batch,,,10,0,assistant_demo_v1
5,9,23,,20,,pl_deepseek_flash,code-018,10,AI自动标注 - 响应长度: 587字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,code-018,10,AI自动标注 - 响应长度: 751字符,,9,ds_batch,,,10,0,assistant_demo_v1
6,7,22,,20,,pl_deepseek_flash,code-019,10,AI自动标注 - 响应长度: 443字符,,8,ds_batch,,,10,0,assistant_demo_v1
6,7,23,,20,,pl_deepseek_pro,code-019,10,AI自动标注 - 响应长度: 1583字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,code-020,10,AI自动标注 - 响应长度: 1239字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,code-020,10,AI自动标注 - 响应长度: 1007字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,4,21,,20,,pl_deepseek_flash,edu-001,3,AI自动标注 - 响应长度: 75字符,,4,ds_batch,,,10,1,assistant_demo_v1
5,5,21,,20,,pl_deepseek_pro,edu-001,7,AI自动标注 - 响应长度: 117字符,,5,ds_batch,,,10,1,assistant_demo_v1
5,8,22,,20,,pl_deepseek_flash,edu-002,8,AI自动标注 - 响应长度: 294字符,,7,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,edu-002,10,AI自动标注 - 响应长度: 836字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,edu-003,10,AI自动标注 - 响应长度: 614字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,edu-003,10,AI自动标注 - 响应长度: 707字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,8,22,,20,,pl_deepseek_flash,edu-004,9,AI自动标注 - 响应长度: 396字符,,7,ds_batch,,,10,0,assistant_demo_v1
5,9,22,,20,,pl_deepseek_pro,edu-004,8,AI自动标注 - 响应长度: 425字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,9,22,,20,,pl_deepseek_flash,edu-005,9,AI自动标注 - 响应长度: 421字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,edu-005,10,AI自动标注 - 响应长度: 760字符,,9,ds_batch,,,10,0,assistant_demo_v1
6,7,22,,20,,pl_deepseek_flash,edu-006,10,AI自动标注 - 响应长度: 478字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,edu-006,10,AI自动标注 - 响应长度: 785字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,9,22,,20,,pl_deepseek_flash,edu-007,9,AI自动标注 - 响应长度: 408字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,edu-007,10,AI自动标注 - 响应长度: 767字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,9,22,,20,,pl_deepseek_flash,edu-008,10,AI自动标注 - 响应长度: 492字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,edu-008,10,AI自动标注 - 响应长度: 908字符,,9,ds_batch,,,10,0,assistant_demo_v1
6,7,23,,20,,pl_deepseek_flash,edu-009,10,AI自动标注 - 响应长度: 805字符,,9,ds_batch,,,10,1,assistant_demo_v1
6,7,23,,20,,pl_deepseek_pro,edu-009,10,AI自动标注 - 响应长度: 1066字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,edu-010,10,AI自动标注 - 响应长度: 719字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,edu-010,10,AI自动标注 - 响应长度: 974字符,,9,ds_batch,,,10,0,assistant_demo_v1
6,7,23,,20,,pl_deepseek_flash,edu-011,9,AI自动标注 - 响应长度: 530字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,edu-011,10,AI自动标注 - 响应长度: 835字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,8,22,,20,,pl_deepseek_flash,edu-012,8,AI自动标注 - 响应长度: 303字符,,7,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,edu-012,10,AI自动标注 - 响应长度: 1125字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,6,21,,20,,pl_deepseek_flash,edu-013,3,AI自动标注 - 响应长度: 151字符,,6,ds_batch,,,10,0,assistant_demo_v1
5,9,22,,20,,pl_deepseek_pro,edu-013,10,AI自动标注 - 响应长度: 419字符,,8,ds_batch,,,10,1,assistant_demo_v1
5,8,22,,20,,pl_deepseek_flash,edu-014,9,AI自动标注 - 响应长度: 288字符,,7,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,edu-014,10,AI自动标注 - 响应长度: 682字符,,9,ds_batch,,,10,1,assistant_demo_v1
6,7,22,,20,,pl_deepseek_flash,edu-015,10,AI自动标注 - 响应长度: 415字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,9,22,,20,,pl_deepseek_pro,edu-015,9,AI自动标注 - 响应长度: 449字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,9,22,,20,,pl_deepseek_flash,edu-016,9,AI自动标注 - 响应长度: 457字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,9,23,,20,,pl_deepseek_pro,edu-016,10,AI自动标注 - 响应长度: 589字符,,8,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,edu-017,10,AI自动标注 - 响应长度: 671字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,edu-017,10,AI自动标注 - 响应长度: 1009字符,,9,ds_batch,,,10,0,assistant_demo_v1
6,7,22,,20,,pl_deepseek_flash,edu-018,10,AI自动标注 - 响应长度: 499字符,,8,ds_batch,,,10,1,assistant_demo_v1
6,7,23,,20,,pl_deepseek_pro,edu-018,10,AI自动标注 - 响应长度: 1773字符,,9,ds_batch,,,10,1,assistant_demo_v1
6,7,23,,20,,pl_deepseek_flash,edu-019,9,AI自动标注 - 响应长度: 518字符,,8,ds_batch,,,10,0,assistant_demo_v1
6,7,23,,20,,pl_deepseek_pro,edu-019,10,AI自动标注 - 响应长度: 697字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,9,22,,20,,pl_deepseek_flash,edu-020,9,AI自动标注 - 响应长度: 401字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,edu-020,10,AI自动标注 - 响应长度: 662字符,,9,ds_batch,,,10,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-001,9,AI自动标注 - 响应长度: 421字符,,8,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-001,10,AI自动标注 - 响应长度: 534字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-002,10,AI自动标注 - 响应长度: 835字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_flash,es-003,10,AI自动标注 - 响应长度: 649字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-003,10,AI自动标注 - 响应长度: 697字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-004,9,AI自动标注 - 响应长度: 485字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-004,10,AI自动标注 - 响应长度: 966字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-005,8,AI自动标注 - 响应长度: 340字符,,7,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-005,10,AI自动标注 - 响应长度: 994字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-006,7,AI自动标注 - 响应长度: 287字符,,7,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-006,10,AI自动标注 - 响应长度: 917字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-007,10,AI自动标注 - 响应长度: 474字符,,8,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-007,10,AI自动标注 - 响应长度: 777字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-008,9,AI自动标注 - 响应长度: 475字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-008,10,AI自动标注 - 响应长度: 1209字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-009,9,AI自动标注 - 响应长度: 493字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_pro,es-009,8,AI自动标注 - 响应长度: 409字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_flash,es-010,10,AI自动标注 - 响应长度: 559字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-010,10,AI自动标注 - 响应长度: 1419字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_flash,es-011,10,AI自动标注 - 响应长度: 642字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-011,10,AI自动标注 - 响应长度: 797字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_flash,es-012,10,AI自动标注 - 响应长度: 528字符,,8,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-012,10,AI自动标注 - 响应长度: 963字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_flash,es-013,9,AI自动标注 - 响应长度: 733字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-013,10,AI自动标注 - 响应长度: 825字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-014,8,AI自动标注 - 响应长度: 342字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-014,10,AI自动标注 - 响应长度: 1303字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-015,6,AI自动标注 - 响应长度: 246字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-015,10,AI自动标注 - 响应长度: 952字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-016,9,AI自动标注 - 响应长度: 480字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-016,10,AI自动标注 - 响应长度: 810字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-017,9,AI自动标注 - 响应长度: 499字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-018,9,AI自动标注 - 响应长度: 372字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-018,10,AI自动标注 - 响应长度: 978字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,6,36,,35,,pl_deepseek_flash,es-019,4,AI自动标注 - 响应长度: 194字符,,6,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-019,10,AI自动标注 - 响应长度: 596字符,,8,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-020,8,AI自动标注 - 响应长度: 417字符,,8,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-020,10,AI自动标注 - 响应长度: 1728字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-021,7,AI自动标注 - 响应长度: 233字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_pro,es-021,10,AI自动标注 - 响应长度: 466字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,36,,35,,pl_deepseek_flash,es-022,7,AI自动标注 - 响应长度: 200字符,,7,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-022,10,AI自动标注 - 响应长度: 715字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-023,7,AI自动标注 - 响应长度: 268字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-023,10,AI自动标注 - 响应长度: 747字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-024,9,AI自动标注 - 响应长度: 369字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-024,10,AI自动标注 - 响应长度: 902字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-025,9,AI自动标注 - 响应长度: 352字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-025,10,AI自动标注 - 响应长度: 741字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-026,8,AI自动标注 - 响应长度: 413字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-026,10,AI自动标注 - 响应长度: 649字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-027,8,AI自动标注 - 响应长度: 252字符,,7,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-027,10,AI自动标注 - 响应长度: 886字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-028,8,AI自动标注 - 响应长度: 456字符,,8,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-028,10,AI自动标注 - 响应长度: 1026字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-029,8,AI自动标注 - 响应长度: 254字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-029,10,AI自动标注 - 响应长度: 881字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-030,7,AI自动标注 - 响应长度: 235字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-030,10,AI自动标注 - 响应长度: 564字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-031,8,AI自动标注 - 响应长度: 405字符,,8,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-031,10,AI自动标注 - 响应长度: 609字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-032,6,AI自动标注 - 响应长度: 203字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_pro,es-032,8,AI自动标注 - 响应长度: 413字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-033,9,AI自动标注 - 响应长度: 480字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-033,10,AI自动标注 - 响应长度: 762字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-034,9,AI自动标注 - 响应长度: 413字符,,8,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-034,10,AI自动标注 - 响应长度: 944字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_flash,es-035,10,AI自动标注 - 响应长度: 507字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-035,10,AI自动标注 - 响应长度: 528字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-036,8,AI自动标注 - 响应长度: 386字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-036,10,AI自动标注 - 响应长度: 673字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-037,10,AI自动标注 - 响应长度: 464字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-037,10,AI自动标注 - 响应长度: 713字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-038,9,AI自动标注 - 响应长度: 350字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_pro,es-038,7,AI自动标注 - 响应长度: 467字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-039,8,AI自动标注 - 响应长度: 459字符,,8,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-039,10,AI自动标注 - 响应长度: 1026字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-040,7,AI自动标注 - 响应长度: 215字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-040,10,AI自动标注 - 响应长度: 558字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-041,7,AI自动标注 - 响应长度: 286字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-041,10,AI自动标注 - 响应长度: 988字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-042,10,AI自动标注 - 响应长度: 430字符,,8,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_pro,es-042,9,AI自动标注 - 响应长度: 437字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-043,7,AI自动标注 - 响应长度: 231字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_pro,es-043,9,AI自动标注 - 响应长度: 350字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-044,8,AI自动标注 - 响应长度: 334字符,,7,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-044,10,AI自动标注 - 响应长度: 520字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,6,36,,35,,pl_deepseek_flash,es-045,4,AI自动标注 - 响应长度: 162字符,,6,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_pro,es-045,7,AI自动标注 - 响应长度: 344字符,,7,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_flash,es-046,10,AI自动标注 - 响应长度: 666字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-046,10,AI自动标注 - 响应长度: 765字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-047,8,AI自动标注 - 响应长度: 377字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_pro,es-047,9,AI自动标注 - 响应长度: 438字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_flash,es-048,10,AI自动标注 - 响应长度: 686字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-048,10,AI自动标注 - 响应长度: 1013字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-049,8,AI自动标注 - 响应长度: 328字符,,7,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-049,10,AI自动标注 - 响应长度: 751字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-050,8,AI自动标注 - 响应长度: 321字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-050,9,AI自动标注 - 响应长度: 638字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-051,7,AI自动标注 - 响应长度: 227字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_pro,es-051,7,AI自动标注 - 响应长度: 241字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-052,9,AI自动标注 - 响应长度: 318字符,,7,ds_batch,,,17,0,assistant_demo_v1
